dig,掘地；凿洞；挖土；掘得;轻推；挖苦；嘲讽；考古发掘;挖掘；挖洞；采掘
strike,罢工；击；攻击；打;罢工；打击；袭击；罢课;好球；敲；走向
permanent,永久性；一直；坚持；不变的;恒齿；永久齿；电烫发；积和式;永久的；持久的；固定的
plant,植物；工厂；设备；发电厂;种植；栽种；播种；在某处栽种;厂房
phenomenon,现象；杰出的人；非凡的人或事物;奇迹；珍品；事件
anxiety,焦虑；忧虑；担心；害怕;渴望；焦虑症；不安
unlike,不同；不像；相异;不像；与不同；用于对比与不同；非的特征;和不同；不同的；不象
wet,雨；液体；雨天；尤指水;潮的；湿的；潮湿的；有雨的;使潮湿；把弄湿;多雨的；下雨的
literally,字面上；按字面；确实地;逐字地；简直；照字面意义
resist,抵制；抵抗；抵挡；反抗;防染剂；防蚀用涂料；防腐剂;抗拒；对抗；忍住
convention,习俗；惯例；协定；常规;大会；会议；公约
embrace,拥抱；接受；包围；领会;拥抱；包括；欣然接受；包含;信奉；相信拥抱；怀抱
supply,供应量；供给量；储备；补给品;同;尤指大量供应;提供；电源；供应品
assist,协助；帮助；援助；促进;曲棍球等助攻；棒球等助杀;辅助；出席；支援
exhibition,展览；展出；表演；一批展览品;展览会；展览展示；表演赛
construct,建造；创建；建筑；修建;概念；构筑物；结构体；建造物;建设；构造；建构
viewer,观察者；观看者；电视观众；幻灯片观看器;查看器；阅读器；浏览器
pan,平锅；平底锅；一锅的量；烤模;严厉批评；移动摄像机追拍；用淘选盘淘洗；淘金;全景的;聚丙烯腈；潘；平移
consultant,顾问；高级顾问医师；会诊医师;咨询顾问；咨询者；商议者
soon,很快；不久；马上；早;女名女子名;一会儿；立刻；很快地
line,线；线路；直线；路线;排队；衬里；填塞；交尾;线条；行；连我
administrator,公司机构的管理人员;管理员；系统管理员；管理者
date,日期；约会；日子；年代;过时；注明日期；写上日期；确定年代;时间；日期型；年月日
occasionally,偶尔；有时候；偶然;偶尔地；间或；偶而
mayor,市长；镇长;马约尔；市长镇长；小马镇镇长
consideration,顾及；报酬；斟酌；仔细考虑;对价；体贴；体谅
CEO,=首席执行官;首席执行官；总裁；执行长
secure,保护；取得；保卫；抵押;安心的；有把握的；可靠的；牢靠的;安全的；获得；安全性
pink,粉红色；石竹；香石竹;粉红色的；与同性恋者有关的；政治观点偏左的；略呈左倾的;发爆声；敲缸;粉色；粉红佳人；红粉佳人
smoke,烟；吸烟；抽烟;抽烟；冒烟；吸烟；抽烟;烟雾；烟尘；烟雾弹
estimate,估计；估算；估价;估价；对大小数量成本等的估计；估计的成本;估量；评估；评价
buck,雄鹿；一美元；一澳元；一新西兰元;〈方〉完全;尥起后蹄跳跃；弓背四蹄跳起；猛然震荡；猛烈颠簸;雄的；〈美俚〉男的；〈美俚〉某一军衔等级中最低一级的;巴克；降压；降压型
historic,历史上有名的；具有历史价值的；历史性的；具有历史意义的;历史上著名的；历史的；有历史性的
poem,诗；韵文;诗歌；诗篇；诗体文
grandmother,奶奶；外婆；外祖母;娇养；悉心照料;外祖母；祖父；姥姥
bind,约束；捆绑；系；装订;窘境;绑定；束缚
fifth,第五；五分之一;第五;五分之一;第五的；五度；第五五分之一
constantly,不断地；时常地;经常地；不变地；不断的
enterprise,企业；事业；公司；企业经营;企业号；事业心；企业级
favor,赞成；有利于；偏爱；促进;赞成；恩惠；偏爱；利益;宠爱；喜爱；好感
testing,考试；测验;棘手的；难应付的;测试；试验；检测
stomach,胃；腹部;欣赏；欣然接受；喜欢和相处；能吃;肚子；胃部；胃口
apparent,显然；显而易见；明白易懂；貌似的;明显的；显然的；表面上的
weigh,重；有重;权衡；斟酌；称重量；认真考虑;衡量；航同;称重量；称的重量
install,安装；设置；安置；建立程序;开始安装；进行安装；装置
sensitive,体贴的；体恤的；善解人意的；感觉敏锐的;敏感的；灵敏的；敏感性皮肤
suggestion,建议；暗示；提议；迹象;意见；提示；微量
mail,邮件；电子邮件；信件；邮政;邮寄；用电子邮件传送；发电邮给;企业邮局；邮件订阅
recipe,食谱；方法；诀窍；烹饪法;处方；配方；秘诀
reasonable,公平的；合理的；有理由的；明智的;讲道理的；通情达理的；有道理的
preparation,准备；制剂；预备；准备工作;制备；准备阶段；准备期
wooden,木制的；木头的；木头似的；死板的;木质的；木的；木棒
elementary,初级的；基础的；基本的；简单的;基本演绎法；初步的；初等的
concert,音乐会；演奏会;协商；合订计划；协同工作;演唱会；一致；协作
aggressive,好斗的；挑衅的；侵略的；富于攻击性的;有进取心的；侵略性的；咄咄逼人的
FALSE,错误的；不正确的；不真实的；非天生的;欺诈地；叛卖地;假；假的；虚伪的
intention,意图；打算；目的；计划;意向；意愿；动机
channel,电视台；频道；波段；途径;为引资；引导；贯注；提供帮助;通道；信道；渠道
extreme,极端；极限；极度；极端不同的感情或境况行为方式等;极度的；极大的；异乎寻常的；严重的;极端的；极致；尽头的
tube,管；管子；道；电视;把装上管；把弄成管状；使通过管子；〈英〉坐地下铁道车去;地铁；电子管；真空管
drawing,图画；素描画；绘画艺术；制图技巧;的现在分词;绘图；图纸；图样
protein,蛋白质;尿蛋白；朊；蛋白质的
quit,辞职；退出;离开；停止；戒掉；关闭;被释放；自由的；摆脱了的；了清债务的;放弃；退出游戏；退出程序
absence,缺席；缺乏；不在；不存在;不在场；没有；缺少
roll,卷；打滚；翻滚；名单;滚动；翻转；摇晃；使原地转圈;滚转；转动
Latin,拉丁语的；用拉丁语写成的;拉丁语;拉丁舞；拉丁文；拉丁音乐
rapidly,迅速；高速；急速地；急促;迅速地；迅速的；快速地
jail,监狱；监禁；牢;监禁；关入监狱；把下牢;监牢；班房；大牢
comment,评论；批评；议论；解释;表达意见;注释；注解；客户点评
diversity,多样性；多样化；差异性；不同点;多元化；分集；多元性
honest,诚实的；正直的；努力工作的;坦白；老实的；真诚
Palestinian,巴勒斯坦人的;巴勒斯坦人;巴勒斯坦的；巴勒斯坦居民；巴勒斯坦人民
pace,步伐；节奏；步速；移动的速度;来回踱步；走来走去；确定速度；调整节奏;用于人名前委婉提出不同意见请原谅;步调；步子
employment,就业；工作；职业；雇用;使用；雇佣；就业问题
speaker,演讲者；扬声器；说话者；发言者;喇叭；主讲人；演讲人
impression,印象；影响；效果；感想;印记；压痕；感觉
essay,短文；小品文；尝试；企图;企图；试图;散文；随笔；论文
respondent,被告；回答问题的人；尤指调查对象;回答的；响应的；法被告的；〈古〉符合的;答辩人；回答者；被申请人
giant,巨人；伟人；巨兽；故事中常为残酷而愚蠢的巨人;巨大的；特大的；伟大的;捷安特；巨人传；巨大机械
cake,蛋糕；饼；糕饼；饼状食物;用厚厚一层干后即变硬的软东西覆盖；干后结成硬块；胶凝;糕点；滤饼
historian,史学工作者；历史学家;史家；编史家；历史家
negotiate,谈判；协商；磋商；商定;交涉；商议；议定
restore,恢复；修复；恢复某种情况或感受；使复原;还原；重建；归还
substantial,大量的；价值巨大的；重大的；大而坚固的;实质的；牢固的；可观的
pop,突然；砰地一声;流行音乐；汽水；短促清脆的爆裂声砰；爹;使发砰砰声；发爆裂声；突然或匆匆去；迅速或突然放置;流行音乐的；通俗风格的；通俗的；现代的;=-摄利用光照直接显影的印相纸;流行；流行音乐；波普
particular,讲究；挑剔；专指的；不寻常的;正式记下的细节；详细资料；详细介绍材料;特殊的；特别的；特定的
specialist,专家；专科医生;专员；专科医师；专业人员
origin,起源；起因；源头；出身;原点；产地；来源
approval,批准；同意；赞成；商品试用;认可；赞同；承认
mine,矿；矿井；地雷；水雷;采矿；布雷；埋雷于；用雷炸毁车辆;我的；我的家;矿山；矿场
quietly,静静地；悄悄地；安静地；轻轻地;平静地；轻声地；静悄悄地
advise,建议；通知；劝告；忠告;告知；劝说；通告
conventional,依照惯例的；遵循习俗的；墨守成规的；普通平凡的;传统的；常规的；习惯的
drop,滴；水珠；少量；微量;使落下；故意降下；累倒；累垮;丢弃；掉下；删除
count,重要；认为；算作；包括;总数；点数；数出总数；某物质在某物或面积中量的计数;计算；数量；数数
depth,纵深；深刻；深渊；深厚;深度；厚度；深处
wealth,财富；财产；富裕；丰富;大量；财富篇；资源
disability,障碍；指状态身心学习等方面的缺陷;残疾；无能；失能
shell,壳；炮弹；壳层；骨架;脱壳；剥壳；采集贝壳；用壳体包被;;壳牌；外壳；壳牌石油
general,将军；陆军海军陆战队或美国空军上将;全体的；普遍的；总的；正常的;一般；常规；通用
criticize,批评；评论；抨击；挑剔;批判；非难；找毛病对吹毛求疵
fast,快速；迅速；不久；立即;快的；迅速的；敏捷的；迅速发生的;禁食;禁食期；斋戒期;迅捷；快速的；速度与激情
professional,专家；专业人士；内行；职业运动员;职业的；专业的；有职业的；娴熟的;专业人员；职业经历
effectively,实际上；有效地；事实上;有力地；有效的；能产生预想结果地
biological,生物学的；生物的；与生命过程有关的；加酶的;药生物制品;生物性；生物与生物医学类；生物学上的
pack,包装；打包；收拾行李；装箱;群；敷料；纸盒；一起供应的全套东西;包装用的；搬运用的；由驮运牲畜组成的；填满了的;剥撕式面膜；包裹；背包
onion,植洋葱；圆葱;洋葱头；原洋葱；大葱
deputy,副手；代理；副职；某些国家的议员;副的;代表；代理人
flat,公寓；单元房；平跟鞋；一套房间;断然；尤指贴着另一表面平直地；直截了当地；低于标准音高;水平的；平坦的；平滑的；扁平的;住公寓；合住公寓;平面
